BOM,Ind Model,HQ Model,Ind ODF,HQ ODF,Project ID,Software Version,Panel,MB,Chassis,PSU,RC,MODULE Panel,（L)/LB,（R)/LB,WIFI BOARD,BLUEE TOOTH,TOP Panel SPONGE STRIPE,L&R Panel SPONGE STRIPE,"
DR",CAMERA(ON TOP EPS),LVDS CABLE-L,LVDS CABLE-R,FFC CABLE(L&R),Stand Base-L,Stand Base-R,Package,增亮片(BRIGHTENER),增亮片(BRIGHTENER),反射片,
H7-32S11FJT-ID0A,32S5400,32S5400,MAA230874G,DTJ8017648,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,02-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
Z2S10101018304,32S41B,32S41B,ALW230876A,GLW230876A,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501017,0,0,0,76-A02525-0ATLDB,,,,
Z2S10101018286,32L4B,32S41B,ALW230876B,GLW230876B,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000208-W10,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
Z2S10201005457,50C655,50C655,ALW230876C,GLW230876C,PROJECT ID\322,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001274,TC80T6T-AP,30805-000439,21001-000139,N0404-000976,N0101-000278,N0101-000279,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,H0903-000206,H0903-000207,76-A00742-0ATRBB,,,,
Z2S10201005240,55C655,55C655,ALW230876D,GLW230876D,PROJECT ID\321,V8-T800T02-LF1V001,4A-LD55O5-CS36GTA,30800-001276,TC80T6T-AP,30805-000420,21001-000139,N0404-000305,B0101-001385,0,30944-000065,0,40108-000552,40108-000592,0,0,12102-501255,12102-501256,12102-501182,0,0,76-A02666-0ATRBB,,,,
Z2S10101015933,50V6B,50V6B,ALW230876E,GLW230876E,PROJECT ID\589,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30904-000317,R51APTO-AP,30102-000045,21001-000139,N0404-000586,N0101-000490,0,30112-000048,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501079,12102-501078,12102-500628,40105-000502,0,76-A03068-0ATRAB,,,,
Z2S10201005464,55C61B,55C655,ALW230876G,GLW230876G,PROJECT ID\321,V8-T800T02-LF1V001,4A-LD55O5-CS36GTA,30800-001276,TC80T6T-AP,30805-000420,21001-000139,N0404-000305,B0101-001385,0,30944-000065,0,40108-000552,40108-000592,0,0,12102-501255,12102-501256,12102-501182,0,0,76-A02666-0ATRBB,,,,
Z2S10101018981,43P755,43P755,ALW230878A,GLW230878A,PROJECT ID\409,V8-T800T02-LF1V001,N0201-000218,30800-001269,TC80T6T-AP,30805-000450,21001-000139,N0404-001587,N0101-000583-C00,N0101-000584-C00,30944-000065,0,5A-UTUFTH-4D0,5A-UTUFTH-4C0,0,0,12102-501281,12102-501282,G0702-000204,0,0,76-A02977-0ATRAB,,,,
Z2S10101018628,iFF32S53,iFF32S53,ALW230878B,GLW230878B,PROJECT ID\14498,V8-T221T05\V8-T221T05-LF1V001,12201-500166,G0321-000214-W20,0,0,21001-000157,N0404-001483,0,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501178,0,0,0,76-002135-0AP,,,,
Z2S10101016985,43U64,iFF43U64,ALW230878C,GLW230878C,PROJECT ID\3662,V8-R51AT01-LF1V001,12201-500214,30800-000819,R51APTF-AP,30102-000003,21001-000139,N0404-000679,N0101-000289,0,0,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-500528,12102-500527,12102-500628,0,0,76-A00321-0ATKGB,,,,
Z2S10101016984,50U64,iFF50U64,ALW230878D,GLW230878D,PROJECT ID\3661,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30904-000317,R51APTO-AP,30102-000045,21001-000144,N0404-000616,N0101-000490,0,30112-000048,0,5A-UTUFTH-3T001,5A-UTUFTH-25001,0,0,12102-501078,12102-501079,12102-500628,0,40105-000490,76-A03068-0ATRC,,,,
Z2S10101016006,55U64,iFF55U64,ALW230878E,GLW230878E,PROJECT ID\3671,V8-R51AT01-LF1V001,12201-500194,30904-000330,12201-500194,30102-000043,21001-000144,N0404-000358,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500979,12102-500980,12102-500652,0,40105-000490,76-A02666-0ATRGB,,,,
Z2U10101017128,55P655,55P655,ALW230878F,GLW230878F,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000992,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500980,12102-500979,12102-500652,40105-000481,0,76-A02666-0ATRK,,,,
Z2U10101015767,65U64,iFF65U64,ALW230878G,GLW230878G,PROJECT ID\3664,V8-R51AT01-LF1V001,12201-500149,30904-000318,R51APTO-AP,30805-000458,21001-000144,N0404-000355,N0101-000313,N0101-000314,30112-000048,0,40108-000492,40108-000491,0,0,12102-500650,12102-500651,12102-500628,40105-000485,0,76-A02655-0ATRG,,,,
Z2U10101015939,75V6B,75V6B,ALW230430D,GLW230430D,PROJECT ID\593,V8-R51AT01-LF1V001,12201-500150,30800-001260,R51AGTD-AP,G0504-000222-Z00,21001-000139,N0404-000246,N0101-000266,0,30112-000048,0,5A-UTUFTH-4A0/5A-UTUFTH-4B0,5A-UTUFTH-490,0,0,12102-500532,12102-500586,0,0,40105-000814,76-A01722-0ATRK,,,,
Z2U10101018199,75U64,75U64,ALW230878H,GLW230878H,PROJECT ID\442,V8-T653T01-LF1V001,12201-500190,G0301-000267-Z00,R51AGTD-AP,30805-000419,21001-000139,N0404-000426,N0101-000265,N0101-000266,30944-000015,0,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,0,0,12102-501038,12102-501038,12102-501179,0,0,76-A01251-0ATLG,,,,
H7-40S11FJT-ID0B,40S5400A,40S5400A,MAA231420A,DTJ8017761,NO,NO,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY007,4L-ZX040T-HR005C,0,30130-000012,NO,54-FP3509-492B1,54-FP3009-888B,NO,NO,46-FCH010-51G01XX,46-FCH022-07G01XX,NO,68-40D29B-2009ACK,NO,76-666380-0ATX6,,,,
H7-32S11FJT-ID0A,32S5400,32S5400,MAA231420B,DTJ8017762,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,02-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
H7-32S11FJT-ID1B,32A9,32S5400AF,MAA231420C,DTJ8017763,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001X,0,30130-000012,NO,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,NO,68-32D29B-1001ACK,NO,76-581050-3ATU3,,,,
Z2S10101015734,50P755,50P755,ALW231419A,GLW231419A,PROJECT ID\310,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001269,TC80T6T-AP,30805-000455,21001-000139,0,N0101-000249,N0101-000250,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,40105-000830,0,76-A00742-0ATRAB,,,,
Z2S10101018005,32S4500A,32S4500A,ALW231419B,GLW231419B,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001209,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
Z2S10101018304,32S41B,32S41B,ALW231419C,GLW231419C,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501017,0,0,0,76-A02525-0ATLDB,,,,
Z2S10101018286,`,32S41B,ALW231419D,GLW231419D,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000208-W10,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
Z2S10201005444,43C61B,43C655,ALW230876F,GLW230876F,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,0,N0101-000228,N0101-000471,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501282,12102-501281,G0702-000204,0,0,76-A02977-0ATRBB,,,,
Z2S10101018981,43P755,43P755,ALW231417A,GLW231417A,PROJECT ID\409,V8-T800T02-LF1V001,N0201-000218,30800-001269,TC80T6T-AP,30805-000450,21001-000139,N0404-001587,N0101-000583-C00,N0101-000584-C00,30944-000065,0,5A-UTUFTH-4D0,5A-UTUFTH-4C0,0,0,12102-501281,12102-501282,G0702-000204,0,0,76-A02977-0ATRAB,,,,
Z2S10101016985,43U64,iFF43U64,ALW231417B,GLW231417B,PROJECT ID\3662,V8-R51AT01-LF1V001,12201-500214,30800-000819,R51APTF-AP,30102-000003,21001-000139,N0404-000679,N0101-000289,0,0,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-500528,12102-500527,12102-500628,0,0,76-A00321-0ATKGB,,,,
Z2S10101016984,50U64,iFF50U64,ALW231417C,GLW231417C,PROJECT ID\3661,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30904-000317,R51APTO-AP,30102-000045,21001-000144,N0404-000616,N0101-000490,0,30112-000048,0,5A-UTUFTH-3T001,5A-UTUFTH-25001,0,0,12102-501078,12102-501079,12102-500628,0,40105-000490,76-A03068-0ATRC,,,,
Z2S10101016006,55U64,iFF55U64,ALW231417D,GLW231417D,PROJECT ID\3671,V8-R51AT01-LF1V001,12201-500194,30904-000330,12201-500194,30102-000043,21001-000144,N0404-000358,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500979,12102-500980,12102-500652,0,40105-000490,76-A02666-0ATRGB,,,,
Z2U10101017128,55P655,55P655,ALW231417E,GLW231417E,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000992,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500980,12102-500979,12102-500652,40105-000481,0,76-A02666-0ATRK,,,,
Z2U10201005196,65C655,65C655,ALW231417F,GLW231417F,PROJECT ID\320,V8-T800T02-LF1V001,12201-500149,30800-001276,TC80T6T-AP,30805-000447,21001-000139,N0404-000292,B0101-001379,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000789,40105-000790,76-A02655-0ATRB,,,,
Z2U10101015168,85C655,85C655,ALW231417G,GLW231417G,PROJECT ID\311,V8-T800T02-LF1V001,12201-500191,30800-001273,TC80G1T-AP,G0504-000211-Z00,21001-000139,40904-003408,B0101-001368,0,30944-000067,0,40108-000303,40108-000304/40108-000305,0,0,12102-501183,12201-500191,12102-501180,40105-000795,40105-000796,76-A02362-0ATRA,,,,
Z2U10101015939,75V6B,75V6B,ALW231417H,GLW231417H,PROJECT ID\593,V8-R51AT01-LF1V001,12201-500150,30800-001260,R51AGTD-AP,G0504-000222-Z00,21001-000139,N0404-000246,N0101-000266,0,30112-000048,0,5A-UTUFTH-4A0/5A-UTUFTH-4B0,5A-UTUFTH-490,0,0,12102-500532,12102-500586,0,0,40105-000814,76-A01722-0ATRK,,,,
Z2S10101018940,43G60B-IU,43V6B,ALW231417I,GLW231417I,PROJECT ID\630,V8-R51AT01-LF1V001,12201-500224,30904-000317,#N/A,30102-000042,21001-000139,N0404-001627,N0101-000550-C00,,30112-000048,#N/A,5A-UTUFTH-4D001,5A-UTUFTH-4C001,#N/A,#N/A,12102-500527,12102-500528,12102-500628,#N/A,#N/A,76-A03075-0ATRDB,,,,
Z2S10101018982,50G60B-IU,50V6B,ALW231417J,GLW231417J,PROJECT ID\621,V8-R51AT01-LF1V001,12201-500225,30904-000317,#N/A,30102-000045,21001-000139,N0404-001628,N0101-000490,#N/A,30112-000048,#N/A,40108-000594,40108-000591,#N/A,#N/A,12102-501079,12102-501078,12102-500628,#N/A,#N/A,76-A03068-0ATRDB,,,,
Z2S10101018941,55G60B-IU,55V6B,ALW231417K,GLW231417K,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,#N/A,30102-000043,21001-000139,N0404-000247,N0101-000475,#N/A,30112-000048,#N/A,40108-000552,40108-000592,#N/A,#N/A,G0702-000485,G0702-000486,12102-500652,40105-000502,#N/A,76-A02666-0ATRKB,,,,
Z2S10101018981,43P755,43P755,ALW232132A,,PROJECT ID\409,V8-T800T02-LF1V001,N0201-000218,30800-001269,TC80T6T-AP,30805-000450,21001-000139,N0404-001587,N0101-000583-C00,N0101-000584-C00,30944-000065,0,5A-UTUFTH-4D0,5A-UTUFTH-4C0,0,0,12102-501281,12102-501282,G0702-000204,0,0,76-A02977-0ATRAB,,,,
Z2U10101015163,75P755,75P755,ALW232132B,,PROJECT ID\308,V8-T800T02-LF1V001,12201-500150,G0301-000387-Z00,TC80G1T-AP,30805-000431,21001-000139,40904-003432,B0101-001298,0,30944-000065,0,40108-000596/40108-000597,40108-000598,0,0,12102-501289,12102-501290,12102-501179,0,40105-000409,76-A01722-0ATRA,,,,
Z2U10201005196,65C655,65C655,ALW232132D,,PROJECT ID\320,V8-T800T02-LF1V001,12201-500149,30800-001276,TC80T6T-AP,30805-000447,21001-000139,N0404-000292,B0101-001379,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000789,40105-000790,76-A02655-0ATRB,,,,
Z2U10101016712,55V6B,55V6B,ALW232132E,,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000247,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500979,12102-500980,12102-500652,0,40105-000481,76-A02666-0ATRK,,,,
H7-43S11FJT-ID1D,43A9,43S5400A,MAA232138A,,NO,NO,12201-500212,S8-6MT221A43-T04T,6MT221A1T2A,S8-6MT221A43-T04T,21001-000139,T8-43S11F0-LPFY015,4L-ZX043T-HR003C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,68-40D29B-2009ACK,76-665510-1ATY6,,,,
Z2U10101017128,55P655,55P655,ALW232132C,,PROJECT ID\599,V8-R51AT01-LF1V001,12201-500194,30904-000330,R51APTP-AP,30102-000043,21001-000139,N0404-000992,N0101-000475,0,30112-000048,0,5A-UTUFTH-480,40108-000018,0,0,12102-500980,12102-500979,12102-500652,40105-000481,0,76-A02666-0ATRK,,,,
Z2S10101015734,50P755,50P755,ALW232134A,,PROJECT ID\310,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001269,TC80T6T-AP,30805-000455,21001-000139,0,N0101-000249,N0101-000250,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,40105-000830,0,76-A00742-0ATRAB,,,,
Z2S10101015199,55P755,55P755,ALW232134B,,PROJECT ID\306,V8-T800T02-LF1V001,4A-LD55O5-CS36GTA,30800-001269,TC80T6T-AP,G0504-000212-Z00,21001-000139,N0404-000429,N0101-000203,N0101-000204,30944-000065,0,40108-000552,40108-000592,0,0,12102-501255,12102-501256,12102-501182,40105-000830,0,76-A02666-0ATRA,,,,
Z2U10101015166,65P755,65P755,ALW232132F,,PROJECT ID\307,V8-T800T02-LF1V001,12201-500149,30800-001269,TC80T6T-AP,30805-000420,21001-000139,40904-003427,B0101-001303,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,0,40105-000761,76-A02655-0ATRA,,,,
Z2S10101018005,32S4500A,32S4500A,ALW232134C,,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001209,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
Z2S10101018304,32S41B,32S41B,ALW232134D,,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000206-W20,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501017,0,0,0,76-A02525-0ATLDB,,,,
Z2S10101018286,32L4B,32S41B,ALW232134E,,PROJECT ID\13989,V8-T221T05-LF1V001,12201-500152,G0321-000208-W10,MT21XTH-AP,0,21001-000166,N0404-001338,B0101-001513,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501017,12102-501032,0,0,0,76-A02525-0ATLDB,,,,
H7-32S11FJT-ID1C,32S5400A,32S5400AF,MAA232138B,,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,0,T8-32S11STD-BS012,0,76-581050-3ATU3,,,,
H7-40S11FJT-ID0B,40S5400A,40S5400A,MAA232138C,,NO,NO,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY007,4L-ZX040T-HR005C,0,30130-000012,NO,54-FP3509-492B1,54-FP3009-888B,NO,NO,46-FCH010-51G01XX,46-FCH022-07G01XX,NO,68-40D29B-2009ACK,NO,76-666380-0ATX6,,,,
H7-43S11FJT-ID1C,43S5400A,43S5400A,MAA232138D,,NO,NO,12201-500212,S8-6MT221A43-T04T,6MT221A1T2A,0,21001-000066,0,4L-ZX043T-HR003C,0,0,0,0,0,0,0,46-FCH022-07G01XX,46-FCH019-68G01XX,0,0,0,76-665510-1ATY6,,,,
Z2S10201005234,43C655,43C655,ALW232134F,,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,N0404-000970,N0101-000471,N0101-000472,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501281,12102-501282,G0702-000204,68-40D29B-2001JHFK,0,76-A02977-0ATRBB,,,,
Z2S10201005457,50C655,50C655,ALW232134G,,PROJECT ID\322,V8-T800T02-LF1V001,4A-LD50O5-CH8GTA,30800-001274,TC80T6T-AP,30805-000439,21001-000139,N0404-000976,N0101-000278,N0101-000279,30944-000065,0,5A-UTUFTH-3T001,40108-000019,0,0,12102-501274,12102-501275,12102-501096,H0903-000206,H0903-000207,76-A00742-0ATRBB,,,,
Z2S10201005240,55C655,55C655,ALW232134H,,PROJECT ID\321,V8-T800T02-LF1V001,4A-LD55O5-CS36GTA,30800-001276,TC80T6T-AP,30805-000420,21001-000139,N0404-000305,B0101-001385,0,30944-000065,0,40108-000552,40108-000592,0,0,12102-501255,12102-501256,12102-501182,0,0,76-A02666-0ATRBB,,,,
Z2U10201005196,65C655,65C655,ALW232132G,,PROJECT ID\320,V8-T800T02-LF1V001,12201-500149,30800-001276,TC80T6T-AP,30805-000447,21001-000139,N0404-000292,B0101-001379,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000789,40105-000790,76-A02655-0ATRB,,,,
Z2U10201005312,98C655,98C655,ALW232132H,,PROJECT ID\5574,V8-T653T01-LF1V001,12201-500175,30800-001098,12201-500175,30805-000388,21001-000139,N0404-000261,N0101-000360,0,30944-000015,0,40108-000241/40108-000242,40108-000499/40108-000135/40108-000168,0,0,12102-501025,12102-501094,12102-500565,0,0,76-A02254-0ATRA,,,,
H7-32S11FJT-ID1B,32A9,32S5400AF,MAA232138E,,595,V8-T221T05-LF1V133.000445,12201-500165,S8-5MT221A32-C20T,5MT221A3T2A,S8-5MT221A32-C20T,21001-000088,T8-32S11F0-LPFY009,4L-ZX032T-HR001X,0,30130-000012,NO,54-FP3009-711B3,54-FP3009-403B,NO,NO,46-YW180A1-07DX0G,46-FCH022-68G01XX,NO,68-32D29B-1001ACK,NO,76-581050-3ATU3,,,,
H7-40S11FJT-ID1B,40A9,40S5400A,MAA232138F,,0,0,12201-500202,S8-6MT221A40-T06T,6MT221A1T2A,S8-6MT221A40-T06T,21001-000088,T8-40S11F0-LPFY008,4L-ZX040T-HR005C,0,30130-000012,0,54-FP3009-888B,54-FP3509-492B1,0,0,46-FCH010-51G03XX,46-FCH022-07G01XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-666380-0ATX6,,,,
H7-32S11FJT-ID1A,32G9,32S5400,MAA232138G,,5715,V8-T221T02-LF1V019.000440,12201-500165,S8-5MT221A32-C11T,5MT221A3T2A,S8-5MT221A32-C11T,21001-000088,T8-32S11F0-LPFY007,4L-ZX032T-HR001C,0,30130-000012,0,54-FP3009-711B3,54-FP3009-403B,0,0,46-YW180A1-07DX0G,46-FCH022-68G01XX,46-MM015L-06W01G,68-32D29B-1001ACK,0,76-581050-3ATU4,,,,
H7-40S11FJT-ID1A,40G9,40S5400,MAA232138H,,5715,V8-T221T02-LF1V019.000440,12201-500202,S8-6MT221A40-T01T,5MT221A3T2A,S8-6MT221A40-T01T,21001-000088,T8-40S11F0-LPFY006,4L-ZX040T-HR005C,0,30130-000012,0,54-FP3009-888B,54-FP3509-492B1,0,0,46-FCH022-07G01XX,46-FCH010-51G03XX,46-CNG020-06G01XX,T8-40PW0STD-BS003,0,76-666380-0ATV8,,,,
H7-43S11FJT-ID1B,43G9,43S5400,MAA232138I,,ID:5711,NO,12201-500185,S8-6MT221AMA-T01T,6MT221A1T2A,S8-6MT221AMA-T01T,21001-000088,T8-43S11F0-LPFY006,4L-ZX043T-HR005C,0,30130-000012,0,54-FP3509-950B,54-FP3509-539B,0,0,46-FCH022-07G01XX,46-FCH010-51G03XX,46-CNG020-06G01XX,68-40D29B-2009ACK,0,76-665510-1ATZ2,,,,
Z2S10101018546,43V6B,43V6B,ALW232132I,,PROJECT ID\630,V8-R51AT01-LF1V001,12201-500224,30904-000317,R51APTO-AP,30102-000042,21001-000139,N0404-001458,N0101-000550-C00,0,30112-000048,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-500527,12102-500528,12102-500628,68-40D29B-2009AHFK,0,76-A03075-0ATRDB,,,,
Z2S10101015933,50V6B,50V6B,ALW232134I,,PROJECT ID\589,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30904-000317,R51APTO-AP,30102-000045,21001-000139,N0404-000586,N0101-000490,0,30112-000048,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501079,12102-501078,12102-500628,40105-000502,0,76-A03068-0ATRAB,,,,
Z2U10101015557,65V6B,65V6B,ALW232132J,,PROJECT ID\592,V8-R51AT01-LF1V001,12201-500149,30904-000318,R51APTO-AP,30805-000458,21001-000139,N0404-000259,N0101-000313,N0101-000314,30112-000048,0,40108-000492,40108-000491,0,0,12102-500650,12102-500651,12102-500628,0,40105-000488,0,,,,
Z2S10101015523,43P71B,43P755,ALW232134J,,PROJECT ID\313,V8-T800T02-LF1V001,12201-500214,30800-001269,TC80T6T-AP,30805-000450,21001-000139,N0404-000972,N0101-000219,N0101-000220,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501281,12102-501282,12101-500434,0,0,76-002135-0AP,,,,
Z2U10101015494,65P71B,65P755,ALW232132K,,PROJECT ID\307,V8-T800T02-LF1V001,12201-500149,30800-001269,TC80T6T-AP,30805-000420,21001-000139,40904-003427,B0101-001303,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,40105-000761,0,76-A02655-0ATRA,,,,
Z2S10201005444,43C61B,43C655,ALW232134K,,PROJECT ID\312,V8-T800T02-LF1V001,12201-500214,30800-001274,TC80T6T-AP,30805-000455,21001-000139,0,N0101-000228,N0101-000471,30944-000065,0,5A-UTUFTH-4D001,5A-UTUFTH-4C001,0,0,12102-501282,12102-501281,G0702-000204,0,0,76-A02977-0ATRBB,,,,
Z2S10201005464,55C61B,55C655,ALW232134L,,PROJECT ID\321,V8-T800T02-LF1V001,4A-LD55O5-CS36GTA,30800-001276,TC80T6T-AP,30805-000420,21001-000139,N0404-000305,B0101-001385,0,30944-000065,0,40108-000552,40108-000592,0,0,12102-501255,12102-501256,12102-501182,0,0,76-A02666-0ATRBB,,,,
Z2S10101018628,iFF32S53,iFF32S53,ALW232132L,,PROJECT ID\14498,V8-T221T05\V8-T221T05-LF1V001,12201-500166,G0321-000214-W20,0,0,21001-000157,N0404-001483,0,0,30130-000012,0,40108-000003,40108-000362,0,0,12102-501032,12102-501178,0,0,0,76-002135-0AP,,,,
Z2U10101015767,65U64,iFF65U64,ALW232132M,,PROJECT ID\3664,V8-R51AT01-LF1V001,12201-500149,30904-000318,R51APTO-AP,30805-000458,21001-000144,N0404-000355,N0101-000313,N0101-000314,30112-000048,0,40108-000492,40108-000491,0,0,12102-500650,12102-500651,12102-500628,40105-000485,0,76-A02655-0ATRG,,,,
Z2U10101018199,75U64,75U64,ALW232132N,,PROJECT ID\442,V8-T653T01-LF1V001,12201-500190,G0301-000267-Z00,R51AGTD-AP,30805-000419,21001-000139,N0404-000426,N0101-000265,N0101-000266,30944-000015,0,5A-UTUFTH-330,5A-UTUFTH-4A0/5A-UTUFTH-4B0,0,0,12102-501038,12102-501038,12102-501179,0,0,76-A01251-0ATLG,,,,
Z2S10101018981,43P755,43P755,ALW232132O,GLW232132O,PROJECT ID\409,V8-T800T02-LF1V001,N0201-000218,30800-001269,TC80T6T-AP,30805-000450,21001-000139,N0404-001587,N0101-000583-C00,N0101-000584-C00,30944-000065,0,5A-UTUFTH-4D0,5A-UTUFTH-4C0,0,0,12102-501281,12102-501282,G0702-000204,0,0,76-A02977-0ATRAB,,,,
Z2U10101015166,65P755,65P755,ALW232132P,GLW232132P,PROJECT ID\307,V8-T800T02-LF1V001,12201-500149,30800-001269,TC80T6T-AP,30805-000420,21001-000139,40904-003427,B0101-001303,0,30944-000065,0,40108-000492,40108-000491,0,0,12102-501258,12102-501259,12102-501095,0,40105-000761,76-A02655-0ATRA,,,,
